order_no,slug,bolum,alt_bolum,kayit_turu,ekleyen,baslik,aciklama,url,file_id,dosya_tipi,mime_type,gizlilik,public_import,import_onerisi,etiketler,source_path,status
92,gorseller-corteqs-logolar-bg-09-jpg,Görseller,CORTEQS LOGOLAR,Link,UBT,BG --09.jpg,CORTEQS LOGOLAR bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1Ket4EDwRtJIsxm2r-UhXE6qnmO3rRXR3/view?usp=drivesdk,1Ket4EDwRtJIsxm2r-UhXE6qnmO3rRXR3,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
93,gorseller-corteqs-logolar-bg-06-jpg,Görseller,CORTEQS LOGOLAR,Link,UBT,BG --06.jpg,CORTEQS LOGOLAR bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1a_Y47GxBvSLzI8igZ7_rgpwfQ9E1EnA5/view?usp=drivesdk,1a_Y47GxBvSLzI8igZ7_rgpwfQ9E1EnA5,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
94,gorseller-corteqs-logolar-bg-10-jpg,Görseller,CORTEQS LOGOLAR,Link,UBT,BG --10.jpg,CORTEQS LOGOLAR bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1HwSimZsgnuR7htbASNi4n6mzr6i7HUpQ/view?usp=drivesdk,1HwSimZsgnuR7htbASNi4n6mzr6i7HUpQ,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
95,gorseller-corteqs-logolar-backgrounds-pdf,Görseller,CORTEQS LOGOLAR,Link,UBT,backgrounds.pdf,CORTEQS LOGOLAR bölümüne ait doküman veya kaynak dosyasıdır.,https://drive.google.com/file/d/1B0ctLVDHpau7L6Nl_5giW9VmdWkoB88v/view?usp=drivesdk,1B0ctLVDHpau7L6Nl_5giW9VmdWkoB88v,PDF,application/pdf,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
96,gorseller-corteqs-logolar-corteqs-logo-copy-pdf,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo copy.pdf,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1HMllDKRkiabd9NW0TG_sWV_dzU9KQM18/view?usp=drivesdk,1HMllDKRkiabd9NW0TG_sWV_dzU9KQM18,PDF,application/pdf,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
97,gorseller-corteqs-logolar-corteqs-logo-eps,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo.eps,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/12N43CCPjyNHfaOg-aCgMJ8BCWOi0VYQ7/view?usp=drivesdk,12N43CCPjyNHfaOg-aCgMJ8BCWOi0VYQ7,EPS vektör,application/postscript,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
98,gorseller-corteqs-logolar-corteqs-logo-5-png,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo 5.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1KVqV6dZqo1nPYI9OZABO9eSCFerGyBES/view?usp=drivesdk,1KVqV6dZqo1nPYI9OZABO9eSCFerGyBES,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
99,gorseller-corteqs-logolar-corteqs-logo-4-png,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo 4.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1xyQ3GU_FSUNbTz4yernkf1TU3SDfEbcK/view?usp=drivesdk,1xyQ3GU_FSUNbTz4yernkf1TU3SDfEbcK,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
100,gorseller-corteqs-logolar-corteqs-logo-3-png,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo 3.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1u8cz007VnMsqVTItwtcHgIP6kwpT7ykF/view?usp=drivesdk,1u8cz007VnMsqVTItwtcHgIP6kwpT7ykF,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
101,gorseller-corteqs-logolar-corteqs-logo-pdf,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo.pdf,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1yoQtynUsS6LACLQH3uQc9AH7fzGdNKry/view?usp=drivesdk,1yoQtynUsS6LACLQH3uQc9AH7fzGdNKry,PDF,application/pdf,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
102,gorseller-corteqs-logolar-corteqs-logo-2-png,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo 2.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1kHpaOPMxpqzaNvPxDHURru2a5ZimpCrZ/view?usp=drivesdk,1kHpaOPMxpqzaNvPxDHURru2a5ZimpCrZ,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
103,gorseller-corteqs-logolar-corteqs-logo-1-png,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo 1.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1PSEFx6vYE5JNGf3OFiWFnf1BSJa1Wpq7/view?usp=drivesdk,1PSEFx6vYE5JNGf3OFiWFnf1BSJa1Wpq7,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
104,gorseller-corteqs-logolar-corteqs-logo-png,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1CwLqDCAzxQJLd-hAHBVcrSx0Q411FB8B/view?usp=drivesdk,1CwLqDCAzxQJLd-hAHBVcrSx0Q411FB8B,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
105,gorseller-corteqs-logolar-corteqs-logo-jpg,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo.jpg,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1_7sXGIoZ-KiPI1YuZidgeroG2HICWXOl/view?usp=drivesdk,1_7sXGIoZ-KiPI1YuZidgeroG2HICWXOl,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
106,gorseller-corteqs-logolar-corteqs-logo-copy-01-svg,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo copy-01.svg,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1SWjlB6oJrd96VUWJV5YTGQuHvY4B8Pi8/view?usp=drivesdk,1SWjlB6oJrd96VUWJV5YTGQuHvY4B8Pi8,SVG vektör,image/svg+xml,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
107,gorseller-corteqs-logolar-corteqs-logo-ai,Görseller,CORTEQS LOGOLAR,Link,UBT,CorteQS Logo.ai,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1nGX6E9lqMhD0ef9a7sXr1Pk3w6Kzi1EN/view?usp=drivesdk,1nGX6E9lqMhD0ef9a7sXr1Pk3w6Kzi1EN,AI vektör,application/postscript,public,True,IMPORT_PUBLIC_DB,"logo,brand,görsel",MARKETING / LOGO ÇALIŞMALARI / CORTEQS LOGOLAR,active
108,marketing-influencer-veri-tabani-karisik-ham-liste-docx,Marketing,Influencer Veri Tabanı,Link,UBT,Karışık Ham Liste.docx,Farklı kaynaklardan toplanmış ham influencer veya topluluk listesini içeren dokümandır.,https://docs.google.com/document/d/1H6nXuUjPBm7zpkj7zSa8xJRgH96ZYHkX/edit?usp=drivesdk&rtpof=true&sd=true,1H6nXuUjPBm7zpkj7zSa8xJRgH96ZYHkX,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"influencer,liste,veritabanı",MARKETING / INFLUENCER VERİ TABANI,active
109,marketing-influencer-veri-tabani-influencer-li-steleri-xlsx,Marketing,Influencer Veri Tabanı,Link,UBT,INFLUENCER LİSTELERİ.xlsx,Influencer listelerinin tutulduğu veri tabanı dosyasıdır.,https://docs.google.com/spreadsheets/d/1XRyK2Usoa72Kt8g3vi67uwp-IJpMBxPT/edit?usp=drivesdk&rtpof=true&sd=true,1XRyK2Usoa72Kt8g3vi67uwp-IJpMBxPT,XLSX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,internal,False,IMPORT_INTERNAL_DB,"influencer,liste,veritabanı",MARKETING / INFLUENCER VERİ TABANI,active
110,marketing-influencer-veri-tabani-yurt-disi-ki-si-ve-topluluklar-1-xlsx,Marketing,Influencer Veri Tabanı,Link,UBT,YURT DIŞI KİŞİ VE TOPLULUKLAR 1.xlsx,Yurt dışındaki kişi ve toplulukların listelendiği kaynak tablo dosyasıdır.,https://docs.google.com/spreadsheets/d/14hVw9F2MH7o2CKhTAXlHVhAu7fUYMYVi/edit?usp=drivesdk&rtpof=true&sd=true,14hVw9F2MH7o2CKhTAXlHVhAu7fUYMYVi,XLSX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,internal,False,IMPORT_INTERNAL_DB,"influencer,liste,veritabanı",MARKETING / INFLUENCER VERİ TABANI,active
111,global-outreach-one-pager-corteqs-local-contributor-programi-one-pager-docx,Global Outreach,One Pager,Link,UBT,CorteQS Local Contributor Programı One Pager.docx,Local Contributor programını kısa ve sunulabilir formatta anlatan dokümandır.,https://docs.google.com/document/d/1qW8P4E3_5KpLonrhD0bRVaq0_tJEKSz-/edit?usp=drivesdk&rtpof=true&sd=true,1qW8P4E3_5KpLonrhD0bRVaq0_tJEKSz-,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"outreach,one-pager,partner",MARKETING / GLOBAL OUTREACH / 07_ ONE PAGER ALL TOGETHER,active
112,global-outreach-one-pager-corteqs-influencer-partner-one-pager-docx,Global Outreach,One Pager,Link,UBT,CorteQS_Influencer_Partner_One_Pager.docx,Influencer Partner programını tek sayfalık formatta anlatan dokümandır.,https://docs.google.com/document/d/1CdLwcV23b-Vog2ui56P7SXPJZiy5L_M4/edit?usp=drivesdk&rtpof=true&sd=true,1CdLwcV23b-Vog2ui56P7SXPJZiy5L_M4,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"outreach,one-pager,partner",MARKETING / GLOBAL OUTREACH / 07_ ONE PAGER ALL TOGETHER,active
113,global-outreach-one-pager-corteqs-community-leader-one-pager-docx,Global Outreach,One Pager,Link,UBT,CorteQS_Community_Leader_One_Pager.docx,Community Leader rolünü ve iş birliği modelini anlatan one-pager dokümanıdır.,https://docs.google.com/document/d/1iSl17BtF8kRvlVP8vBLkCQoESqUTyJOT/edit?usp=drivesdk&rtpof=true&sd=true,1iSl17BtF8kRvlVP8vBLkCQoESqUTyJOT,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"outreach,one-pager,partner",MARKETING / GLOBAL OUTREACH / 07_ ONE PAGER ALL TOGETHER,active
114,global-outreach-one-pager-corteqs-strategic-partner-one-pager-docx,Global Outreach,One Pager,Link,UBT,CorteQS_Strategic_Partner_One_Pager.docx,Strategic Partner programını tek sayfalık formatta anlatan dokümandır.,https://docs.google.com/document/d/1zDxZuhog-FhMEZmjJmnSN56jpzEhEUvF/edit?usp=drivesdk&rtpof=true&sd=true,1zDxZuhog-FhMEZmjJmnSN56jpzEhEUvF,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"outreach,one-pager,partner",MARKETING / GLOBAL OUTREACH / 07_ ONE PAGER ALL TOGETHER,active
115,global-outreach-contributor-paket-local-contributor-program-gelir-modeli-external-sunum-ic,Global Outreach,Contributor Paket,Link,UBT,Local Contributor Program  Gelir Modeli External Sunum için.docx,Local Contributor programının gelir modelini external sunum formatında anlatan dokümandır.,https://docs.google.com/document/d/1u5AX-GxlrvDc_73q-9MKwrvs71vi0n2E/edit?usp=drivesdk&rtpof=true&sd=true,1u5AX-GxlrvDc_73q-9MKwrvs71vi0n2E,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"contributor,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 06_CONTRIBUTOR FULL PAKET,active
116,global-outreach-contributor-paket-contributor-strategic-partner-community-leader-brosur-pn,Global Outreach,Contributor Paket,Link,UBT,Contributor_Strategic  Partner_Community Leader -Broşür.png,"Contributor, Strategic Partner ve Community Leader rollerini anlatan broşür görselidir.",https://drive.google.com/file/d/1JASbtMPf5fLTLMTsPyqmRWnlKZvbFvMU/view?usp=drivesdk,1JASbtMPf5fLTLMTsPyqmRWnlKZvbFvMU,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"contributor,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 06_CONTRIBUTOR FULL PAKET,active
117,global-outreach-contributor-paket-corteqs-local-contributor-programi-one-pager-docx,Global Outreach,Contributor Paket,Link,UBT,CorteQS Local Contributor Programı One Pager_.docx,Local Contributor programı için hazırlanmış alternatif one-pager dokümanıdır.,https://docs.google.com/document/d/1P2aDD_0VcxnBdEfJKe465ayeoc_7_Fls/edit?usp=drivesdk&rtpof=true&sd=true,1P2aDD_0VcxnBdEfJKe465ayeoc_7_Fls,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"contributor,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 06_CONTRIBUTOR FULL PAKET,active
118,global-outreach-strategic-partner-paket-contr-str-part-com-lead-bros-u-r-png,Global Outreach,Strategic Partner Paket,Link,UBT,CONTR STR PART COM LEAD BROŞÜR_.png,"Contributor, Strategic Partner ve Community Leader gelir/rol modelini anlatan broşür görselidir.",https://drive.google.com/file/d/1x0hu12GksqpWwZIQPowLTqmvvck5FkIn/view?usp=drivesdk,1x0hu12GksqpWwZIQPowLTqmvvck5FkIn,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"strategic partner,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 04_30-500K STRATEGIC PARTNER FULL PAKET,active
119,global-outreach-strategic-partner-paket-1-influencer-2-strategic-partner-3-community-leade,Global Outreach,Strategic Partner Paket,Link,UBT,1-Influencer 2-Strategic Partner 3-Community Leader  Gelir Yapısı External Sunum_S.P COPY.docx,"Strategic Partner odağında influencer, partner ve community leader gelir yapısını anlatan external sunum dokümanıdır.",https://docs.google.com/document/d/1gd6e0ITRelr0pXI1KQ_-fvOpsj8NV2CK/edit?usp=drivesdk&rtpof=true&sd=true,1gd6e0ITRelr0pXI1KQ_-fvOpsj8NV2CK,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"strategic partner,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 04_30-500K STRATEGIC PARTNER FULL PAKET,active
120,global-outreach-strategic-partner-paket-corteqs-strategic-partner-one-pager-docx,Global Outreach,Strategic Partner Paket,Link,UBT,CorteQS Strategic Partner One Pager.docx,Strategic Partner programını kısa formatta anlatan one-pager dokümandır.,https://docs.google.com/document/d/12uRXkPUsvLjLqwZGBtPMLcOHPQR5vcEG/edit?usp=drivesdk&rtpof=true&sd=true,12uRXkPUsvLjLqwZGBtPMLcOHPQR5vcEG,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"strategic partner,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 04_30-500K STRATEGIC PARTNER FULL PAKET,active
121,global-outreach-community-leader-paket-1-influencer-2-strategic-partner-3-community-leader,Global Outreach,Community Leader Paket,Link,UBT,1-Influencer 2-Strategic Partner 3-Community Leader  Gelir Yapısı External Sunum İçin_Kopya2.docx,"Community Leader odağında influencer, partner ve community leader gelir yapısını anlatan external sunum dokümanıdır.",https://docs.google.com/document/d/1kFuMunexxKEc1GjSS6gVwEpiiscaE3ci/edit?usp=drivesdk&rtpof=true&sd=true,1kFuMunexxKEc1GjSS6gVwEpiiscaE3ci,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"community leader,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 05_500K+COMMUNITY LEADER FUL PAKET,active
122,global-outreach-community-leader-paket-community-leader-one-pager-docx,Global Outreach,Community Leader Paket,Link,UBT,Community Leader One Pager.docx,Community Leader rolünü kısa formatta anlatan one-pager dokümanıdır.,https://docs.google.com/document/d/1Hht79vgU3riKIZyGIYXE9579o8GSZ2DF/edit?usp=drivesdk&rtpof=true&sd=true,1Hht79vgU3riKIZyGIYXE9579o8GSZ2DF,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"community leader,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 05_500K+COMMUNITY LEADER FUL PAKET,active
123,global-outreach-community-leader-paket-contributor-strategic-partner-community-leader-png,Global Outreach,Community Leader Paket,Link,UBT,Contributor_Strategic  Partner_Community Leader_.png,"Contributor, Strategic Partner ve Community Leader rollerine ait broşür görselidir.",https://drive.google.com/file/d/1bW3yYmigeudzFRHuBEkiRCqyCUmw3oMN/view?usp=drivesdk,1bW3yYmigeudzFRHuBEkiRCqyCUmw3oMN,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"community leader,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 05_500K+COMMUNITY LEADER FUL PAKET,active
124,global-outreach-influencer-paket-contr-str-part-com-lead-bros-u-r-png,Global Outreach,Influencer Paket,Link,UBT,CONTR STR PART COM LEAD BROŞÜR_.png,"Influencer paketi için contributor, strategic partner ve community leader rollerini anlatan broşür görselidir.",https://drive.google.com/file/d/1eFHLEZJkvr4G050fizVry80fWl9gXMG_/view?usp=drivesdk,1eFHLEZJkvr4G050fizVry80fWl9gXMG_,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"influencer,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 03_0-30K INFLUENCER FULL PAKET,active
125,global-outreach-influencer-paket-corteqs-influencer-partner-one-pager-docx,Global Outreach,Influencer Paket,Link,UBT,CorteQS_Influencer_Partner_One_Pager.docx,Influencer Partner programını kısa formatta anlatan one-pager dokümandır.,https://docs.google.com/document/d/1XvwTLtjQCfqcmwolmSV2XV7HsJtzaz2i/edit?usp=drivesdk&rtpof=true&sd=true,1XvwTLtjQCfqcmwolmSV2XV7HsJtzaz2i,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"influencer,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 03_0-30K INFLUENCER FULL PAKET,active
126,global-outreach-influencer-paket-1-influencer-2-strategic-partner-3-community-leader-gelir,Global Outreach,Influencer Paket,Link,UBT,1-Influencer 2-Strategic Partner 3-Community Leader  Gelir Yapısı External Sunum_INFLUENCER COPY.docx,Influencer odağında gelir yapısı ve partner seviyelerini anlatan external sunum dokümanıdır.,https://docs.google.com/document/d/13H6EahEVgFQw1n9mtTc8ohSbWEOMCGUQ/edit?usp=drivesdk&rtpof=true&sd=true,13H6EahEVgFQw1n9mtTc8ohSbWEOMCGUQ,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"influencer,broşür,gelir modeli",MARKETING / GLOBAL OUTREACH / 03_0-30K INFLUENCER FULL PAKET,active
127,global-outreach-internal-structure-corteqs-internal-pricing-calculation-system-corrected-d,Global Outreach,Internal Structure,Link,UBT,CorteQS_Internal_Pricing_Calculation_System_CORRECTED.docx,CorteQS internal pricing calculation sistemi için düzeltilmiş dokümandır.,https://docs.google.com/document/d/1PPIRaC14yS_bs4mGx6YTO3qyRxwwtKkx/edit?usp=drivesdk&rtpof=true&sd=true,1PPIRaC14yS_bs4mGx6YTO3qyRxwwtKkx,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"pricing,internal,outreach",MARKETING / GLOBAL OUTREACH / 01_CORTEQS OUTREACH STRUCTURE-INTERNAL / INFLUENCER+ CONTRIBUTOR GENIŞ DOSYA,active
128,global-outreach-internal-structure-corteqs-internal-master-growth-system-corrected-docx,Global Outreach,Internal Structure,Link,UBT,CorteQS_Internal_Master_Growth_System_CORRECTED.docx,CorteQS büyüme sisteminin internal master versiyonunu anlatan düzeltilmiş dokümandır.,https://docs.google.com/document/d/1Lm1f_MsjP-1wOLBIatp9kcEz26xmUjwg/edit?usp=drivesdk&rtpof=true&sd=true,1Lm1f_MsjP-1wOLBIatp9kcEz26xmUjwg,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"growth,internal,outreach",MARKETING / GLOBAL OUTREACH / 01_CORTEQS OUTREACH STRUCTURE-INTERNAL / INFLUENCER+ CONTRIBUTOR GENIŞ DOSYA,active
129,global-outreach-gelir-sartlari-1-influencer-2-strategic-partner-3-community-leader-gelir-y,Global Outreach,Gelir Şartları,Link,UBT,1-Influencer 2-Strategic Partner 3-Community Leader  Gelir Yapısı External Sunum İçin_.docx,"Tüm seviyeler için influencer, strategic partner ve community leader gelir yapısını anlatan external sunum dokümanıdır.",https://docs.google.com/document/d/1be7RQXWpBJC-YeUboBtm8qIO13vwSzYr/edit?usp=drivesdk&rtpof=true&sd=true,1be7RQXWpBJC-YeUboBtm8qIO13vwSzYr,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"gelir modeli,partner,outreach",MARKETING / GLOBAL OUTREACH / 02_TÜM SEVİYELER GELİR ŞARTLARI,active
130,global-outreach-gelir-sartlari-contributor-strategic-partner-community-leader-brosur-png,Global Outreach,Gelir Şartları,Link,UBT,Contributor_Strategic  Partner_Community Leader- Broşür.png,"Tüm seviyeler gelir şartları için hazırlanmış contributor, strategic partner ve community leader broşür görselidir.",https://drive.google.com/file/d/12QrTwtQO_A9zc9MmpiDUlojuYG7pUDIG/view?usp=drivesdk,12QrTwtQO_A9zc9MmpiDUlojuYG7pUDIG,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"gelir modeli,partner,outreach",MARKETING / GLOBAL OUTREACH / 02_TÜM SEVİYELER GELİR ŞARTLARI,active
131,marketing-sosyal-medya-kaynaklar-30k-influencerlar-deep-research-report-md,Marketing,Sosyal Medya Kaynaklar,Link,UBT,30K+ INFLUENCERLAR deep-research-report.md,30K üzeri takipçili influencerlar için hazırlanmış araştırma raporudur.,https://drive.google.com/file/d/15aw_nRa2C1n-yy30InjHrS0kyoISrMtI/view?usp=drivesdk,15aw_nRa2C1n-yy30InjHrS0kyoISrMtI,Markdown,text/markdown,internal,False,IMPORT_INTERNAL_DB,"influencer,deep research,sosyal medya",MARKETING / SOSYAL MEDYA KAYNAKLAR,active
132,marketing-sosyal-medya-kaynaklar-turk-influencerlar-i-cin-sehir-elcileri-arayisi-gemini-d-,Marketing,Sosyal Medya Kaynaklar,Link,UBT,Türk Influencerlar İçin Şehir Elçileri Arayışı_Gemini D.S_.docx,Türk influencerlar üzerinden şehir elçileri bulmaya yönelik araştırma ve metin dokümanıdır.,https://docs.google.com/document/d/19fHvYeNHD8GFEOe9i1JAdivkcJ9NeNO5/edit?usp=drivesdk&rtpof=true&sd=true,19fHvYeNHD8GFEOe9i1JAdivkcJ9NeNO5,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"influencer,şehir elçisi,sosyal medya",MARKETING / SOSYAL MEDYA KAYNAKLAR,active
133,marketing-founding-1000-corteqs-founding-1000-kampanya-metinleri-docx,Marketing,Founding 1000,Link,UBT,CorteQS Founding 1000 Kampanya Metinleri.docx,Founding 1000 kampanyası için hazırlanmış tanıtım ve iletişim metinlerini içeren dokümandır.,https://docs.google.com/document/d/1A88O-e5LzRUbPaIivMNGHspfWeBg_9Df/edit?usp=drivesdk&rtpof=true&sd=true,1A88O-e5LzRUbPaIivMNGHspfWeBg_9Df,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"founding1000,kampanya,marketing",MARKETING / FOUNDING 1000,active
134,marketing-bos-bos-marketing-docx,Marketing,BOS,Link,UBT,BOS MARKETING.docx,BOS için pazarlama metinleri ve iletişim önerilerini içeren dokümandır.,https://docs.google.com/document/d/1_oiAb16-zu467UMK6cz0eMyt_TwnrchQ/edit?usp=drivesdk&rtpof=true&sd=true,1_oiAb16-zu467UMK6cz0eMyt_TwnrchQ,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"bos,marketing",Marketing / BOS,active
135,marketing-bos-bos-docx,Marketing,BOS,Link,UBT,BOS.docx,BOS konsepti veya kampanyası için hazırlanmış ana dokümandır.,https://docs.google.com/document/d/1a5zO25UGAl26sguKOng_T3OO7fuAPOmK/edit?usp=drivesdk&rtpof=true&sd=true,1a5zO25UGAl26sguKOng_T3OO7fuAPOmK,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"bos,konsept",Marketing / BOS,active
136,marketing-content-videolar-nano-banana-omni-video-prompt-202605241203-mp4,Marketing,Content / Videolar,Link,UBT,Nano_Banana_Omni_Video_Prompt_202605241203.mp4,Nano Banana Omni video prompt çıktısı veya ilgili kampanya için hazırlanmış video dosyasıdır.,https://drive.google.com/file/d/1CtgoMj3fIzu6VOftvhUPWzyznupM8f8U/view?usp=drivesdk,1CtgoMj3fIzu6VOftvhUPWzyznupM8f8U,MP4 video,video/mp4,public,True,IMPORT_PUBLIC_DB,"content,video,audio,cadde",MARKETING / CONTENT / VİDEOLAR,active
